World Rank,Institution,Location,National Rank,Education Rank,Employability Rank,Faculty Rank,Research Rank,Score
1132Top 5.3%,Colgate University,USA,218,-,54,-,-,69.9
1133Top 5.3%,Guilin University of Electronic Technology,China,204,-,-,-,1084,69.9
1134Top 5.3%,Chengdu University,China,205,-,-,-,1085,69.9
1135Top 5.3%,University of Canberra,Australia,32,-,1607,-,1086,69.9
1136Top 5.3%,Tomsk Polytechnic University,Russia,22,-,-,-,1088,69.9
1137Top 5.3%,University of Regina,Canada,29,-,1625,-,1089,69.9
1138Top 5.4%,Mario Negri Institute for Pharmacological Research,Italy,50,-,-,-,1091,69.8
1139Top 5.4%,Daegu Gyeongbuk Institute of Science and Technology,South Korea,35,-,-,-,1092,69.8
1140Top 5.4%,University of Kassel,Germany,54,-,-,-,1093,69.8
1141Top 5.4%,University of the Free State,South Africa,8,-,-,-,1094,69.8
1142Top 5.4%,University of Sfax,Tunisia,2,-,-,-,1095,69.8
1143Top 5.4%,Shahid Beheshti University,Iran,14,-,-,-,1096,69.8
1144Top 5.4%,Liverpool School of Tropical Medicine,United Kingdom,65,-,-,-,1097,69.8
1145Top 5.4%,Ritsumeikan University,Japan,41,-,662,-,1109,69.8
1146Top 5.4%,Shanxi Medical University,China,206,-,-,-,1100,69.8
1147Top 5.4%,University of Massachusetts Lowell,USA,219,-,814,-,1105,69.8
1148Top 5.4%,Coventry University,United Kingdom,66,-,1188,-,1101,69.8
1149Top 5.4%,Tokyo University of Agriculture and Technology,Japan,42,-,-,-,1102,69.8
1150Top 5.4%,Tokyo Women's Medical University,Japan,43,-,-,-,1103,69.8
1151Top 5.4%,Dublin City University,Ireland,7,-,713,-,1119,69.8
1152Top 5.4%,Sogang University,South Korea,36,-,448,-,1139,69.8
1153Top 5.4%,Tanta University,Egypt,7,-,-,-,1107,69.8
1154Top 5.4%,Hassan II University of Casablanca,Morocco,3,-,-,-,1108,69.8
1155Top 5.4%,University of Bucharest,Romania,4,374,-,-,1118,69.8
1156Top 5.4%,University of Lleida,Spain,39,-,-,-,1110,69.8
1157Top 5.4%,Tianjin University of Science and Technology,China,207,-,1521,-,1113,69.7
1158Top 5.4%,Åbo Akademi University,Finland,9,-,-,-,1111,69.7
1159Top 5.5%,Charles Sturt University,Australia,33,-,1359,-,1115,69.7
1160Top 5.5%,Westlake University,China,208,-,-,-,1112,69.7
1161Top 5.5%,Medical University of Silesia,Poland,15,-,-,-,1114,69.7
1162Top 5.5%,University of Hertfordshire,United Kingdom,67,-,-,-,1116,69.7
1163Top 5.5%,Mashhad University of Medical Sciences,Iran,15,-,-,-,1117,69.7
1164Top 5.5%,Zhejiang Gongshang University,China,209,-,1413,,1120,69.7
1165Top 5.5%,Pepperdine University,USA,220,110,102,172,-,69.7
1166Top 5.5%,Paderborn University,Germany,55,-,1508,-,1121,69.7
1167Top 5.5%,Jadavpur University,India,23,-,1084,-,1124,69.7
1168Top 5.5%,Northwest Normal University,China,210,-,-,-,1122,69.7
1169Top 5.5%,Pomona College,USA,221,35,1048,282,-,69.7
1170Top 5.5%,Yıldız Technical University,Turkey,13,-,959,,1126,69.7
1171Top 5.5%,École nationale supérieure de chimie de Montpellier,France,48,-,-,-,1123,69.7
1172Top 5.5%,Dankook University,South Korea,37,-,1179,-,1125,69.7
1173Top 5.5%,China Three Gorges University,China,211,-,1259,-,1127,69.7
1174Top 5.5%,University of Calcutta,India,24,552,636,263,1261,69.7
1175Top 5.5%,Babson College,USA,222,-,44,-,-,69.7
1176Top 5.5%,Istanbul University-Cerrahpaşa,Turkey,14,-,-,-,1128,69.6
1177Top 5.5%,Yamagata University,Japan,44,-,-,-,1129,69.6
1178Top 5.5%,Dongguan University of Technology,China,212,-,-,-,1130,69.6
1179Top 5.5%,Hunter College,USA,223,147,1403,-,1209,69.6
1180Top 5.5%,University of Texas Rio Grande Valley,USA,224,-,-,-,1131,69.6
1181Top 5.6%,Toho University,Japan,45,-,-,-,1132,69.6
1182Top 5.6%,VetAgro Sup,France,49,-,-,-,1133,69.6
1183Top 5.6%,University of Salzburg,Austria,13,-,710,-,1147,69.6
1184Top 5.6%,Sant'Anna School of Advanced Studies,Italy,51,-,-,-,1134,69.6
1185Top 5.6%,Gran Sasso Science Institute,Italy,52,-,-,-,1135,69.6
1186Top 5.6%,Pablo de Olavide University,Spain,40,-,-,-,1136,69.6
1187Top 5.6%,Pukyong National University,South Korea,38,-,-,-,1137,69.6
1188Top 5.6%,University of Ghana,Ghana,1,-,1733,-,1138,69.6
1189Top 5.6%,University of Western Cape,South Africa,9,-,-,-,1140,69.6
1190Top 5.6%,University of North Carolina at Greensboro,USA,225,-,-,-,1141,69.6
1191Top 5.6%,University of Urbino,Italy,53,-,1322,-,1143,69.6
1192Top 5.6%,Shanghai Ocean University,China,213,-,-,-,1144,69.6
1193Top 5.6%,King Khalid University,Saudi Arabia,5,-,-,-,1145,69.6
1194Top 5.6%,Sanford Burnham Prebys Medical Discovery Institute,USA,226,-,-,-,1146,69.6
1195Top 5.6%,Bournemouth University,United Kingdom,68,-,1645,-,1148,69.6
1196Top 5.6%,Hamad Bin Khalifa University,Qatar,2,-,-,-,1149,69.5
1197Top 5.6%,Loma Linda University,USA,227,-,-,-,1150,69.5
1198Top 5.6%,V.A. Engelhardt Institute of Molecular Biology of the Russian Academy of Sciences,Russia,23,47,-,233,-,69.5
1199Top 5.6%,Khon Kaen University,Thailand,4,-,-,-,1151,69.5
1200Top 5.6%,Poznan University of Medical Sciences,Poland,16,-,-,-,1152,69.5
1201Top 5.6%,Inner Mongolia University,China,214,-,-,-,1153,69.5
1202Top 5.7%,United States Naval Academy,USA,228,62,169,-,1976,69.5
1203Top 5.7%,Kagoshima University,Japan,46,-,888,-,1161,69.5
1204Top 5.7%,Anhui University of Technology,China,215,-,906,-,1160,69.5
1205Top 5.7%,Brno University of Technology,Czech Republic,7,-,-,-,1154,69.5
1206Top 5.7%,Dokuz Eylül University,Turkey,15,-,-,-,1156,69.5
1207Top 5.7%,Anna University,India,25,566,1575,-,1158,69.5
1208Top 5.7%,University of Waikato,New Zealand,7,-,753,-,1169,69.5
1209Top 5.7%,Shihezi University,China,216,-,-,-,1159,69.5
1210Top 5.7%,"University of Chemistry and Technology, Prague",Czech Republic,8,-,-,-,1163,69.5
1211Top 5.7%,Al-Azhar University,Egypt,8,-,1707,-,1164,69.5
1212Top 5.7%,Tabriz University of Medical Sciences,Iran,16,-,-,-,1165,69.5
1213Top 5.7%,Creighton University,USA,229,-,-,-,1166,69.5
1214Top 5.7%,University of Augsburg,Germany,56,-,1352,-,1167,69.5
1215Top 5.7%,Teikyo University,Japan,47,-,-,-,1168,69.5
1216Top 5.7%,"Vietnam National University, Hanoi",Vietnam,3,-,1492,-,1171,69.4
1217Top 5.7%,Singapore Management University,Singapore,4,-,-,-,1170,69.4
1218Top 5.7%,University of Pécs,Hungary,6,-,-,-,1173,69.4
1219Top 5.7%,Lanzhou University of Technology,China,217,-,-,-,1174,69.4
1220Top 5.7%,University of Maribor,Slovenia,2,-,-,-,1175,69.4
1221Top 5.7%,Gunma University,Japan,48,-,-,-,1176,69.4
1222Top 5.7%,University of Gdańsk,Poland,17,-,994,-,1181,69.4
1223Top 5.7%,"University of the West of England, Bristol",United Kingdom,69,554,-,-,1178,69.4
1224Top 5.8%,University of South Africa,South Africa,10,-,973,-,1184,69.4
1225Top 5.8%,China Jiliang University,China,218,-,-,-,1179,69.4
1226Top 5.8%,Prince of Songkla University,Thailand,5,-,-,-,1180,69.4
1227Top 5.8%,Bohai University,China,219,-,1301,-,1182,69.4
1228Top 5.8%,Shiraz University of Medical Sciences,Iran,17,-,-,-,1183,69.4
1229Top 5.8%,Kyoto Prefectural University of Medicine,Japan,49,-,-,-,1185,69.4
1230Top 5.8%,Fujita Health University,Japan,50,-,1160,-,1188,69.4
1231Top 5.8%,University of Upper Alsace,France,50,-,-,-,1186,69.4
1232Top 5.8%,University of Lincoln,United Kingdom,70,-,-,-,1187,69.4
1233Top 5.8%,North University of China,China,220,-,-,-,1189,69.4
1234Top 5.8%,Thapar Institute of Engineering and Technology,India,26,-,625,-,1205,69.4
1235Top 5.8%,Indian Agricultural Research Institute,India,27,79,1256,-,1459,69.4
1236Top 5.8%,Metropolitan Autonomous University,Mexico,6,-,1729,-,1191,69.3
1237Top 5.8%,University of Jaén,Spain,41,-,-,-,1192,69.3
1238Top 5.8%,Shenyang Agricultural University,China,221,-,-,-,1193,69.3
1239Top 5.8%,Jikei University,Japan,51,-,-,-,1194,69.3
1240Top 5.8%,Chuo University,Japan,52,-,81,-,1865,69.3
1241Top 5.8%,Huzhou University,China,222,-,-,-,1195,69.3
1242Top 5.8%,Nippon Medical School,Japan,53,-,-,-,1196,69.3
1243Top 5.8%,Nagoya City University,Japan,54,-,921,-,1199,69.3
1244Top 5.8%,Florida Institute of Technology,USA,230,-,866,-,1201,69.3
1245Top 5.9%,Aligarh Muslim University,India,28,-,1722,-,1197,69.3
1246Top 5.9%,Indian Institute of Technology Hyderabad,India,29,-,-,-,1198,69.3
1247Top 5.9%,National Defense Medical Center,Taiwan,16,-,-,-,1200,69.3
1248Top 5.9%,Yangtze University,China,223,-,1113,-,1204,69.3
1249Top 5.9%,Gaziantep University,Turkey,16,-,-,-,1202,69.3
1250Top 5.9%,Keimyung University,South Korea,39,-,1705,-,1203,69.3
1251Top 5.9%,Jordan University of Science and Technology,Jordan,1,-,-,-,1206,69.3
1252Top 5.9%,Gdańsk University of Technology,Poland,18,-,1333,-,1208,69.3
1253Top 5.9%,University of the Sunshine Coast,Australia,34,-,-,-,1207,69.3
1254Top 5.9%,Shenyang Pharmaceutical University,China,224,-,-,-,1210,69.3
1255Top 5.9%,South Dakota State University,USA,231,279,-,-,1232,69.3
1256Top 5.9%,Prince Sattam Bin Abdulaziz University,Saudi Arabia,6,-,-,-,1211,69.2
1257Top 5.9%,National Institute of Public Health (INSP),Mexico,7,-,-,-,1212,69.2
1258Top 5.9%,Brandenburg University of Technology,Germany,57,-,1167,-,1213,69.2
1259Top 5.9%,Kunming Medical University,China,225,-,-,-,1214,69.2
1260Top 5.9%,"Birla Institute of Technology and Science, Pilani",India,30,-,387,-,1274,69.2
1261Top 5.9%,Erciyes University,Turkey,17,-,-,-,1215,69.2
1262Top 5.9%,Institute of Mathematics of the National Academy of Sciences of Ukraine,Ukraine,1,29,-,-,-,69.2
1263Top 5.9%,Howard University,USA,232,-,-,-,1216,69.2
1264Top 5.9%,K. N. Toosi University of Technology,Iran,18,-,-,-,1217,69.2
1265Top 5.9%,Sultan Qaboos University,Sultanate of Oman,1,-,-,-,1218,69.2
1266Top 5.9%,Isfahan University of Medical Sciences,Iran,19,-,-,-,1219,69.2
1267Top 6%,Federal University of Paraíba,Brazil,27,-,-,-,1221,69.2
1268Top 6%,Federal University of Espírito Santo,Brazil,28,533,-,-,1222,69.2
1269Top 6%,Conservatoire national des arts et métiers,France,51,-,1562,-,1224,69.2
1270Top 6%,"University of Veterinary Medicine, Vienna",Austria,14,-,-,-,1223,69.2
1271Top 6%,Shandong University of Technology,China,226,-,1439,-,1225,69.2
1272Top 6%,Education University of Hong Kong,China,227,-,-,-,1227,69.2
1273Top 6%,Silesian University of Technology,Poland,19,-,1644,-,1228,69.2
1274Top 6%,Catholic University of America,USA,233,-,993,-,1235,69.2
1275Top 6%,"Vietnam National University, Ho Chi Minh City",Vietnam,4,-,-,-,1229,69.2
1276Top 6%,Suzhou University of Science and Technology,China,228,-,-,-,1231,69.1
1277Top 6%,Autonomous University of San Luis Potosí,Mexico,8,-,-,-,1233,69.1
1278Top 6%,University of Technology of Belfort-Montbéliard,France,52,-,-,-,1234,69.1
1279Top 6%,Shanghai Maritime University,China,229,-,757,-,1251,69.1
1280Top 6%,Foshan University,China,230,-,-,-,1236,69.1
1281Top 6%,King Saud bin Abdulaziz University for Health Sciences,Saudi Arabia,7,-,-,-,1237,69.1
1282Top 6%,University of Stavanger,Norway,7,-,1404,-,1238,69.1
1283Top 6%,Ca' Foscari University of Venice,Italy,54,-,1358,-,1241,69.1
1284Top 6%,Federal University of Lavras,Brazil,29,-,-,-,1239,69.1
1285Top 6%,Oakland University,USA,234,356,1447,-,1248,69.1
1286Top 6%,National University of Science and Technology MISiS,Russia,24,-,1355,-,1243,69.1
1287Top 6%,Taif University,Saudi Arabia,8,-,-,-,1240,69.1
1288Top 6.1%,Federal University of Pará,Brazil,30,-,-,-,1242,69.1
1289Top 6.1%,University of Greenwich,United Kingdom,71,273,1547,-,1258,69.1
1290Top 6.1%,Zhejiang Chinese Medical University,China,231,-,-,,1244,69.1
1291Top 6.1%,Wilfrid Laurier University,Canada,30,-,531,-,1272,69.1
1292Top 6.1%,University of Las Palmas de Gran Canaria,Spain,42,-,-,-,1245,69.1
1293Top 6.1%,Stevens Institute of Technology,USA,235,431,293,-,1339,69.1
1294Top 6.1%,Federal University of Uberlândia,Brazil,31,-,-,-,1246,69.1
1295Top 6.1%,Yokohama National University,Japan,55,500,231,,1377,69.1
1296Top 6.1%,University of Jordan,Jordan,2,-,-,-,1247,69.1
1297Top 6.1%,University of Hyderabad,India,31,-,-,-,1249,69.0
1298Top 6.1%,Mie University,Japan,56,-,-,-,1252,69.0
1299Top 6.1%,United States Military Academy,USA,236,-,59,-,-,69.0
1300Top 6.1%,Beijing University of Chinese Medicine,China,232,-,-,-,1253,69.0
1301Top 6.1%,Warsaw University of Life Sciences,Poland,20,438,-,-,1255,69.0
1302Top 6.1%,ESSEC Business School,France,53,-,64,-,-,69.0
1303Top 6.1%,New York Medical College,USA,237,-,-,-,1254,69.0
1304Top 6.1%,Yamaguchi University,Japan,57,-,1115,-,1257,69.0
1305Top 6.1%,Brock University,Canada,31,-,-,-,1256,69.0
1306Top 6.1%,Magna Graecia University of Catanzaro,Italy,55,-,-,-,1259,69.0
1307Top 6.1%,Santa Clara University,USA,238,313,106,-,1779,69.0
1308Top 6.1%,Nara Institute of Science and Technology,Japan,58,-,-,-,1260,69.0
1309Top 6.1%,Kwame Nkrumah University of Science and Technology,Ghana,2,560,-,-,1262,69.0
1310Top 6.2%,Public University of Navarre,Spain,43,-,-,-,1263,69.0
1311Top 6.2%,Near East University,Northern Cyprus,1,-,1387,-,1264,69.0
1312Top 6.2%,École nationale vétérinaire d'Alfort,France,54,-,86,-,1923,69.0
1313Top 6.2%,Louisiana Tech University,USA,239,-,371,-,1333,69.0
1314Top 6.2%,Campus Bio-Medico University,Italy,56,-,-,-,1265,69.0
1315Top 6.2%,Government College University Faisalabad,Pakistan,7,-,-,-,1266,69.0
1316Top 6.2%,Texas State University,USA,240,-,1600,-,1267,69.0
1317Top 6.2%,Tokyo Medical University,Japan,59,-,-,-,1268,69.0
1318Top 6.2%,South-Central Minzu University,China,233,-,1549,-,1269,68.9
1319Top 6.2%,Manhattan University,USA,241,-,117,-,1704,68.9
1320Top 6.2%,Peoples' Friendship University of Russia,Russia,25,-,1017,-,1275,68.9
1321Top 6.2%,Hunan University of Science and Technology,China,234,-,-,-,1270,68.9
1322Top 6.2%,Saitama Medical University,Japan,60,-,-,-,1271,68.9
1323Top 6.2%,Maynooth University,Ireland,8,-,-,-,1273,68.9
1324Top 6.2%,Xi'an University of Science and Technology,China,235,-,945,-,1280,68.9
1325Top 6.2%,Central South University of Forestry and Technology,China,236,-,-,-,1276,68.9
1326Top 6.2%,North China University of Science and Technology,China,237,-,-,-,1277,68.9
1327Top 6.2%,Soongsil University,South Korea,40,-,-,-,1278,68.9
1328Top 6.2%,"Indian Institute of Science Education and Research, Kolkata",India,32,-,-,-,1279,68.9
1329Top 6.2%,Hirosaki University,Japan,61,-,1184,-,1282,68.9
1330Top 6.2%,National Institute for Space Research (INPE),Brazil,32,-,-,-,1281,68.9
1331Top 6.3%,University of Lodz,Poland,21,544,1297,-,1285,68.9
1332Top 6.3%,SRM Institute of Science and Technology,India,33,-,-,-,1283,68.9
1333Top 6.3%,Kasetsart University,Thailand,6,-,1743,-,1284,68.9
1334Top 6.3%,Albany Medical College,USA,242,-,-,-,1286,68.9
1335Top 6.3%,Fu Jen Catholic University,Taiwan,17,-,594,-,1310,68.9
1336Top 6.3%,Rhodes University,South Africa,11,384,770,-,1300,68.9
1337Top 6.3%,University of Neuchâtel,Switzerland,12,-,-,-,1287,68.9
1338Top 6.3%,LSU Health Sciences Center New Orleans,USA,243,-,-,-,1288,68.9
1339Top 6.3%,"Indian Institute of Technology (Indian School of Mines), Dhanbad",India,34,-,698,-,1301,68.9
1340Top 6.3%,University of Foggia,Italy,57,-,-,-,1289,68.8
1341Top 6.3%,Tuscia University,Italy,58,-,-,-,1290,68.8
1342Top 6.3%,Hebei Agricultural University,China,238,-,-,-,1291,68.8
1343Top 6.3%,Shanghai University of Electric Power,China,239,-,-,-,1292,68.8
1344Top 6.3%,Henan University of Technology,China,240,-,-,-,1293,68.8
1345Top 6.3%,University of Silesia in Katowice,Poland,22,-,-,-,1294,68.8
1346Top 6.3%,Incheon National University,South Korea,41,-,-,-,1295,68.8
1347Top 6.3%,Kuwait University,Kuwait,1,-,1320,-,1296,68.8
1348Top 6.3%,Austral University of Chile,Chile,6,-,1080,-,1298,68.8
1349Top 6.3%,Chemnitz University of Technology,Germany,58,-,1592,-,1297,68.8
1350Top 6.3%,École centrale de Lyon,France,55,-,481,-,1345,68.8
1351Top 6.3%,Indian Institute of Technology (BHU) Varanasi,India,35,-,480,-,1348,68.8
1352Top 6.3%,University of North Dakota,USA,244,-,833,-,1312,68.8
1353Top 6.4%,Imam Abdulrahman Bin Faisal University,Saudi Arabia,9,-,-,-,1299,68.8
1354Top 6.4%,Boise State University,USA,245,-,1696,-,1302,68.8
1355Top 6.4%,"National Institute of Technology, Rourkela",India,36,-,314,-,1402,68.8
1356Top 6.4%,Beni Suef University,Egypt,9,-,-,-,1303,68.8
1357Top 6.4%,Mohammed First University Oujda,Morocco,4,-,-,-,1304,68.8
1358Top 6.4%,Atatürk University,Turkey,18,-,1519,-,1305,68.8
1359Top 6.4%,National University of Distance Education,Spain,44,-,1509,-,1306,68.8
1360Top 6.4%,Linnaeus University,Sweden,14,-,-,-,1307,68.8
1361Top 6.4%,University of León,Spain,45,-,-,-,1308,68.7
1362Top 6.4%,Hubei University of Technology,China,241,-,-,-,1309,68.7
1363Top 6.4%,Guizhou Medical University,China,242,-,-,-,1311,68.7
1364Top 6.4%,Mersin University,Turkey,19,-,-,-,1313,68.7
1365Top 6.4%,École de technologie supérieure,Canada,32,-,-,-,1314,68.7
1366Top 6.4%,University of Monastir,Tunisia,3,-,-,-,1315,68.7
1367Top 6.4%,Federal University of Mato Grosso do Sul,Brazil,33,-,-,-,1316,68.7
1368Top 6.4%,State University of Maringá,Brazil,34,-,-,-,1317,68.7
1369Top 6.4%,University of Almería,Spain,46,-,-,-,1318,68.7
1370Top 6.4%,Chung Shan Medical University,Taiwan,18,-,-,-,1319,68.7
1371Top 6.4%,University of Yaoundé I,Cameroon,1,-,-,-,1320,68.7
1372Top 6.4%,Transilvania University of Brașov,Romania,5,-,-,-,1322,68.7
1373Top 6.4%,University of Camerino,Italy,59,-,-,-,1323,68.7
1374Top 6.5%,Sichuan Normal University,China,243,-,-,-,1324,68.7
1375Top 6.5%,Istanbul Bilgi University,Turkey,20,-,-,-,1325,68.7
1376Top 6.5%,University of Indonesia,Indonesia,1,-,632,-,1353,68.7
1377Top 6.5%,"California State University, Fullerton",USA,246,-,1277,-,1326,68.7
1378Top 6.5%,Zhengzhou University of Light Industry,China,244,-,1664,,1327,68.7
1379Top 6.5%,Liaoning University,China,245,-,1006,-,1336,68.7
1380Top 6.5%,Indian Institute of Technology Indore,India,37,-,-,-,1328,68.7
1381Top 6.5%,Babol Noshirvani University of Technology,Iran,20,-,-,-,1329,68.7
1382Top 6.5%,Smith College,USA,247,58,279,-,-,68.7
1383Top 6.5%,Guilin University of Technology,China,246,-,-,-,1330,68.6
1384Top 6.5%,Rowan University,USA,248,-,-,-,1331,68.6
1385Top 6.5%,Federal University of São João del-Rei,Brazil,35,-,-,-,1332,68.6
1386Top 6.5%,University of Guadalajara,Mexico,9,-,-,-,1334,68.6
1387Top 6.5%,University of Alabama in Huntsville,USA,249,-,-,-,1335,68.6
1388Top 6.5%,San Francisco State University,USA,250,-,821,-,1347,68.6
1389Top 6.5%,Showa University,Japan,62,-,766,-,1352,68.6
1390Top 6.5%,SUNY College of Environmental Science and Forestry,USA,251,86,-,-,1638,68.6
1391Top 6.5%,Toulouse Capitole University,France,56,-,-,262,1476,68.6
1392Top 6.5%,Southern Cross University,Australia,35,-,-,-,1337,68.6
1393Top 6.5%,Pushchino Scientific Center for Biological Research of the Russian Academy of Sciences,Russia,26,-,-,-,1338,68.6
1394Top 6.5%,Nanchang Hangkong University,China,247,-,1650,-,1340,68.6
1395Top 6.5%,Jeju National University,South Korea,42,-,-,-,1341,68.6
1396Top 6.6%,University of Huddersfield,United Kingdom,72,-,1677,-,1342,68.6
1397Top 6.6%,Zhongnan University of Economics and Law,China,248,-,145,,1696,68.6
1398Top 6.6%,University of Carthage,Tunisia,4,-,-,-,1343,68.6
1399Top 6.6%,University of Costa Rica,Costa Rica,1,-,-,-,1344,68.6
1400Top 6.6%,Harbin University of Science and Technology,China,249,-,-,-,1346,68.6
1401Top 6.6%,Lakehead University,Canada,33,-,683,-,1369,68.6
1402Top 6.6%,"California Polytechnic State University, San Luis Obispo",USA,252,-,515,-,1388,68.6
1403Top 6.6%,University of Nairobi,Kenya,1,-,1596,-,1349,68.6
1404Top 6.6%,Helwan University,Egypt,10,-,-,-,1350,68.6
1405Top 6.6%,Kurume University,Japan,63,-,-,-,1351,68.5
1406Top 6.6%,Southwest Medical University,China,250,-,-,-,1354,68.5
1407Top 6.6%,Osnabrück University,Germany,59,-,-,-,1355,68.5
1408Top 6.6%,Indian Association for the Cultivation of Science,India,38,-,-,-,1356,68.5
1409Top 6.6%,Hebei Normal University,China,251,-,1093,-,1362,68.5
1410Top 6.6%,Xi'an Jiaotong-Liverpool University,China,252,-,-,-,1357,68.5
1411Top 6.6%,University of Algarve,Portugal,7,-,-,-,1358,68.5
1412Top 6.6%,University of Yamanashi,Japan,64,181,-,-,1414,68.5
1413Top 6.6%,Visva-Bharati University,India,39,-,-,-,1359,68.5
1414Top 6.6%,Qingdao University of Technology,China,253,-,-,-,1360,68.5
1415Top 6.6%,Dong-A University,South Korea,43,-,1139,-,1363,68.5
1416Top 6.6%,University of Puerto Rico at Mayagüez,USA,253,-,-,-,1361,68.5
1417Top 6.7%,University of San Francisco,USA,254,-,93,-,-,68.5
1418Top 6.7%,Chung Yuan Christian University,Taiwan,19,-,402,-,1422,68.5
1419Top 6.7%,Wright State University,USA,255,-,-,-,1364,68.5
1420Top 6.7%,Lodz University of Technology,Poland,23,-,-,-,1365,68.5
1421Top 6.7%,Anglia Ruskin University,United Kingdom,73,-,-,-,1366,68.5
1422Top 6.7%,Akdeniz University,Turkey,21,-,-,-,1367,68.5
1423Top 6.7%,İzmir Institute of Technology,Turkey,22,-,-,-,1368,68.5
1424Top 6.7%,Tottori University,Japan,65,289,928,-,1392,68.5
1425Top 6.7%,Ningxia University,China,254,-,-,-,1370,68.5
1426Top 6.7%,Central Michigan University,USA,256,-,822,-,1382,68.5
1427Top 6.7%,Suez Canal University,Egypt,11,-,-,-,1371,68.5
1428Top 6.7%,Jiangxi University of Science and Technology,China,255,-,1711,-,1372,68.4
1429Top 6.7%,Democritus University of Thrace,Greece,8,-,-,-,1373,68.4
1430Top 6.7%,Autonomous University of Nuevo León,Mexico,10,-,-,-,1374,68.4
1431Top 6.7%,Kanazawa Institute of Technology,Japan,66,171,-,69,-,68.4
1432Top 6.7%,"California State University, Fresno",USA,257,-,-,-,1375,68.4
1433Top 6.7%,Guangdong Medical University,China,256,-,-,-,1376,68.4
1434Top 6.7%,"University of the West Indies, Mona",Jamaica,1,-,-,-,1378,68.4
1435Top 6.7%,Ariel University,Israel,8,-,-,-,1379,68.4
1436Top 6.7%,Tianjin Normal University,China,257,-,-,-,1380,68.4
1437Top 6.7%,"California State University, Northridge",USA,258,-,1166,-,1383,68.4
1438Top 6.8%,University of Miyazaki,Japan,67,-,-,-,1381,68.4
1439Top 6.8%,University of La Frontera,Chile,7,-,-,-,1384,68.4
1440Top 6.8%,Saga University,Japan,68,-,-,-,1385,68.4
1441Top 6.8%,Fukushima Medical University,Japan,69,-,-,-,1386,68.4
1442Top 6.8%,Taibah University,Saudi Arabia,10,-,-,-,1387,68.4
1443Top 6.8%,Umm Al-Qura University,Saudi Arabia,11,-,-,-,1389,68.4
1444Top 6.8%,Royal Veterinary College,United Kingdom,74,280,-,-,1412,68.4
1445Top 6.8%,"University of Santiago, Chile",Chile,8,-,916,-,1398,68.4
1446Top 6.8%,University of South Alabama,USA,259,-,-,-,1390,68.4
1447Top 6.8%,Oslo Metropolitan University,Norway,8,-,-,-,1391,68.4
1448Top 6.8%,Indian Institute of Management Calcutta,India,40,-,53,-,-,68.4
1449Top 6.8%,Shanghai University of Engineering Science,China,258,-,1652,-,1395,68.4
1450Top 6.8%,University of the Aegean,Greece,9,-,-,-,1393,68.3
1451Top 6.8%,West University of Timișoara,Romania,6,-,-,-,1394,68.3
1452Top 6.8%,Cha University,South Korea,44,-,-,-,1396,68.3
1453Top 6.8%,University of Bradford,United Kingdom,75,-,378,-,1473,68.3
1454Top 6.8%,Hyogo Medical University,Japan,70,-,-,-,1397,68.3
1455Top 6.8%,Federal University of Technology - Paraná,Brazil,36,-,-,-,1399,68.3
1456Top 6.8%,Bowdoin College,USA,260,116,98,-,-,68.3
1457Top 6.8%,Cayetano Heredia Peruvian University,Peru,1,-,-,-,1400,68.3
1458Top 6.8%,Hofstra University,USA,261,511,637,-,1429,68.3
1459Top 6.8%,University of Warmia and Mazury in Olsztyn,Poland,24,-,-,-,1401,68.3
1460Top 6.9%,University of Central Lancashire,United Kingdom,76,-,1427,-,1405,68.3
1461Top 6.9%,Istanbul Aydın University,Turkey,23,-,-,-,1403,68.3
1462Top 6.9%,University of the Ryukyus,Japan,71,-,-,-,1404,68.3
1463Top 6.9%,Leuphana University of Lüneburg,Germany,60,-,-,-,1406,68.3
1464Top 6.9%,Menoufia University,Egypt,12,-,-,-,1407,68.3
1465Top 6.9%,University of Beira Interior,Portugal,8,-,-,-,1408,68.3
1466Top 6.9%,Dalian Polytechnic University,China,259,-,1262,-,1409,68.3
1467Top 6.9%,Xinjiang Medical University,China,260,-,-,-,1410,68.3
1468Top 6.9%,Hangzhou Medical College,China,261,-,-,-,1411,68.3
1469Top 6.9%,University of Dayton,USA,262,209,189,-,1729,68.3
1470Top 6.9%,Fukuoka University,Japan,72,-,-,-,1413,68.3
1471Top 6.9%,Ibero-American University,Mexico,11,-,217,-,1612,68.3
1472Top 6.9%,University of Latvia,Latvia,1,-,-,-,1415,68.3
1473Top 6.9%,Poznań University of Technology,Poland,25,-,-,-,1416,68.2
1474Top 6.9%,Benha University,Egypt,13,-,-,-,1417,68.2
1475Top 6.9%,University of Health Sciences,Turkey,24,-,-,-,1418,68.2
1476Top 6.9%,Saitama University,Japan,73,405,999,-,1433,68.2
1477Top 6.9%,Williams College,USA,263,199,108,-,-,68.2
1478Top 6.9%,Kafrelsheikh University,Egypt,14,-,-,-,1419,68.2
1479Top 6.9%,Ilia State University,Georgia,2,-,-,-,1420,68.2
1480Top 6.9%,University of Peshawar,Pakistan,8,-,-,-,1421,68.2
1481Top 7%,Uludağ University,Turkey,25,-,-,-,1423,68.2
1482Top 7%,Medical University of Lublin,Poland,26,-,-,-,1424,68.2
1483Top 7%,Seoul National University of Science and Technology,South Korea,45,-,-,-,1425,68.2
1484Top 7%,Pontifical Catholic University of Valparaíso,Chile,9,-,-,-,1426,68.2
